latest_degree,specialization,currently_employed,current_salary,location,recommended_for_job
Bachelor,Business Administration,1,78901,San Francisco,0
Bachelor,Computer Science,1,93416,Los Angeles,1
Master,Computer Science,0,62196,New York,0
Master,Electrical Engineering,0,35626,Chicago,1
Bachelor,Electrical Engineering,1,37424,New York,0
Bachelor,Electrical Engineering,1,42857,Chicago,0
Bachelor,Business Administration,1,49982,Los Angeles,0
PhD,Business Administration,1,106961,New York,0
PhD,Computer Science,0,31980,Houston,0
Bachelor,Electrical Engineering,1,78290,Los Angeles,1
Master,Computer Science,0,56431,New York,1
Bachelor,Business Administration,1,114976,Chicago,0
PhD,Business Administration,1,112711,Chicago,1
Master,Business Administration,0,56385,Los Angeles,0
PhD,Computer Science,1,68158,Los Angeles,0
Master,Business Administration,1,53019,Chicago,0
PhD,Electrical Engineering,1,48639,New York,0
Master,Computer Science,1,115530,Houston,0
Master,Business Administration,0,51563,San Francisco,1
Master,Computer Science,1,69341,Los Angeles,1
Master,Computer Science,1,35776,Chicago,1
PhD,Business Administration,0,66444,New York,1
PhD,Business Administration,1,98916,Los Angeles,0
Master,Computer Science,0,38711,New York,1
Master,Computer Science,1,104318,Los Angeles,0
PhD,Business Administration,1,112970,Chicago,0
Master,Electrical Engineering,1,115553,New York,1
Master,Computer Science,0,60707,Chicago,1
Master,Computer Science,0,69110,New York,0
Bachelor,Electrical Engineering,1,91788,Los Angeles,0
Master,Business Administration,0,112879,San Francisco,0
Bachelor,Business Administration,1,68827,San Francisco,1
Master,Electrical Engineering,0,35655,Houston,0
PhD,Business Administration,1,74859,Houston,0
Bachelor,Business Administration,0,83625,Chicago,0
Bachelor,Computer Science,1,82098,New York,0
Master,Computer Science,0,45251,Houston,1
Master,Computer Science,0,30526,Los Angeles,1
Bachelor,Electrical Engineering,0,98760,San Francisco,0
PhD,Business Administration,0,77837,New York,1
PhD,Business Administration,1,41536,San Francisco,0
Master,Computer Science,1,58541,New York,1
PhD,Computer Science,0,109083,Houston,1
PhD,Electrical Engineering,1,81027,Houston,1
Master,Business Administration,0,64531,Chicago,1
PhD,Electrical Engineering,1,38712,New York,0
Master,Business Administration,0,95455,Los Angeles,0
Bachelor,Electrical Engineering,1,104744,Houston,0
Master,Computer Science,1,35109,Chicago,1
Bachelor,Electrical Engineering,0,79268,Houston,1
Bachelor,Electrical Engineering,0,84615,San Francisco,0
PhD,Computer Science,0,112503,Houston,1
PhD,Business Administration,0,59759,New York,1
PhD,Business Administration,0,115708,Chicago,0
Master,Computer Science,1,90112,New York,1
PhD,Electrical Engineering,0,56589,Los Angeles,0
Bachelor,Electrical Engineering,1,60015,Los Angeles,1
PhD,Electrical Engineering,0,59009,Houston,0
PhD,Business Administration,1,113309,Chicago,1
Master,Electrical Engineering,1,92046,Chicago,1
Master,Business Administration,0,56143,Chicago,1
Bachelor,Electrical Engineering,0,36154,Chicago,1
Master,Computer Science,1,51804,Houston,1
PhD,Computer Science,1,71688,New York,0
Master,Business Administration,0,94288,Houston,1
Bachelor,Business Administration,1,81195,New York,0
PhD,Computer Science,1,50581,San Francisco,0
Bachelor,Computer Science,1,82648,San Francisco,0
Master,Electrical Engineering,1,60087,New York,1
Master,Computer Science,1,79930,Houston,0
Bachelor,Business Administration,1,62981,Los Angeles,1
PhD,Computer Science,0,99298,Houston,1
Master,Business Administration,0,76167,Los Angeles,1
Master,Business Administration,0,105304,Houston,0
PhD,Electrical Engineering,0,73408,Chicago,1
Master,Electrical Engineering,1,69499,Chicago,1
Bachelor,Electrical Engineering,0,82269,San Francisco,1
Master,Electrical Engineering,1,68559,San Francisco,0
Master,Computer Science,1,104319,New York,0
PhD,Electrical Engineering,0,78787,Los Angeles,0
Bachelor,Computer Science,0,65488,Chicago,0
PhD,Electrical Engineering,1,104441,Houston,1
Master,Electrical Engineering,0,104663,New York,0
Master,Business Administration,0,52431,Houston,1
PhD,Computer Science,1,91681,Chicago,0
PhD,Business Administration,1,93483,Chicago,1
PhD,Electrical Engineering,1,79153,Chicago,0
Bachelor,Computer Science,1,36368,Chicago,0
Master,Electrical Engineering,1,57424,Houston,0
PhD,Business Administration,1,75004,New York,1
Master,Computer Science,0,113869,Chicago,1
Bachelor,Business Administration,0,118652,San Francisco,0
Bachelor,Electrical Engineering,0,86985,New York,0
Bachelor,Electrical Engineering,1,80069,San Francisco,0
Bachelor,Electrical Engineering,1,82326,Houston,0
Master,Computer Science,0,111061,Chicago,0
Bachelor,Business Administration,0,53398,New York,0
Bachelor,Business Administration,0,80861,Chicago,1
PhD,Electrical Engineering,1,105897,Chicago,1
Bachelor,Business Administration,0,111905,New York,1
PhD,Computer Science,0,98577,Chicago,1
Bachelor,Electrical Engineering,0,95641,Chicago,1
Bachelor,Electrical Engineering,1,39078,Los Angeles,1
PhD,Electrical Engineering,0,55003,Los Angeles,0
Bachelor,Computer Science,0,92768,New York,0
Master,Electrical Engineering,1,81047,New York,0
Master,Electrical Engineering,1,101626,Chicago,0
Bachelor,Electrical Engineering,1,87660,San Francisco,0
Master,Electrical Engineering,1,79786,New York,1
PhD,Business Administration,1,31925,Chicago,1
Bachelor,Electrical Engineering,0,113976,San Francisco,1
Bachelor,Computer Science,0,56015,Los Angeles,1
PhD,Electrical Engineering,1,63320,New York,1
PhD,Electrical Engineering,1,94881,Chicago,0
PhD,Business Administration,1,56289,Los Angeles,1
Bachelor,Electrical Engineering,1,33389,Houston,1
PhD,Business Administration,0,55683,Los Angeles,1
PhD,Computer Science,0,43629,Chicago,0
Master,Business Administration,1,91550,San Francisco,0
Master,Electrical Engineering,1,54826,Houston,0
Bachelor,Computer Science,1,56630,Houston,0
Master,Electrical Engineering,1,76163,Houston,0
Master,Business Administration,0,96435,New York,0
PhD,Computer Science,1,41653,Chicago,1
PhD,Computer Science,1,57961,Houston,1
Master,Business Administration,0,111941,Los Angeles,1
Master,Business Administration,1,104137,San Francisco,0
Master,Computer Science,0,63662,Chicago,0
Bachelor,Computer Science,1,86446,Los Angeles,0
Bachelor,Business Administration,1,51288,New York,0
Bachelor,Electrical Engineering,0,66877,Houston,1
Master,Computer Science,1,45313,Los Angeles,0
Master,Business Administration,0,110885,Chicago,0
Bachelor,Electrical Engineering,0,102715,Los Angeles,0
Bachelor,Computer Science,0,40326,New York,0
Master,Computer Science,1,31560,San Francisco,0
PhD,Business Administration,1,109148,Houston,1
Bachelor,Electrical Engineering,0,113186,Chicago,0
Master,Computer Science,1,56745,Houston,0
Master,Electrical Engineering,1,61890,Houston,1
PhD,Electrical Engineering,1,50022,Houston,0
Master,Computer Science,0,82579,Los Angeles,0
Master,Electrical Engineering,0,100316,Los Angeles,1
Bachelor,Computer Science,1,113847,San Francisco,1
Bachelor,Electrical Engineering,0,58380,New York,1
PhD,Computer Science,1,32356,Chicago,1
PhD,Business Administration,1,100326,Los Angeles,1
Master,Computer Science,1,119899,Houston,1
Bachelor,Computer Science,0,50049,New York,1
PhD,Computer Science,0,105717,Chicago,1
PhD,Electrical Engineering,1,46082,Chicago,1
PhD,Business Administration,0,30661,Chicago,1
Master,Electrical Engineering,1,67412,Chicago,0
Bachelor,Electrical Engineering,0,32920,San Francisco,1
PhD,Computer Science,0,90315,Chicago,1
Bachelor,Electrical Engineering,0,109561,New York,1
PhD,Computer Science,1,38946,Los Angeles,1
PhD,Business Administration,1,75500,New York,1
Bachelor,Electrical Engineering,1,46309,Houston,0
Bachelor,Electrical Engineering,0,85230,San Francisco,0
Bachelor,Electrical Engineering,1,60027,San Francisco,0
Master,Computer Science,1,102541,Houston,1
PhD,Computer Science,1,89321,New York,1
Master,Electrical Engineering,1,30956,New York,0
Bachelor,Electrical Engineering,0,104131,Houston,1
PhD,Business Administration,0,77908,Chicago,1
Master,Business Administration,1,108339,Chicago,0
PhD,Business Administration,0,55963,Los Angeles,1
Master,Business Administration,0,69443,New York,1
Bachelor,Business Administration,0,69063,New York,1
Master,Computer Science,0,110818,Houston,1
PhD,Business Administration,0,34703,Houston,1
PhD,Business Administration,1,95128,Chicago,1
PhD,Electrical Engineering,0,102099,New York,1
PhD,Computer Science,1,55849,New York,0
Bachelor,Business Administration,1,61860,San Francisco,0
Master,Business Administration,1,61585,Los Angeles,1
Bachelor,Business Administration,0,52015,Los Angeles,1
Bachelor,Electrical Engineering,0,107539,Chicago,0
Bachelor,Electrical Engineering,0,73585,New York,0
PhD,Electrical Engineering,0,56958,San Francisco,0
PhD,Business Administration,1,56017,New York,0
PhD,Electrical Engineering,1,106707,Houston,0
Master,Business Administration,1,75350,Chicago,0
PhD,Computer Science,0,42201,Los Angeles,0
Master,Business Administration,1,59426,New York,1
PhD,Electrical Engineering,1,47778,Chicago,0
PhD,Computer Science,1,75241,Los Angeles,0
Bachelor,Business Administration,0,72229,New York,0
Bachelor,Computer Science,1,116652,San Francisco,1
Bachelor,Computer Science,1,78364,Chicago,1
Master,Computer Science,0,114878,New York,1
Master,Business Administration,1,87056,Los Angeles,0
PhD,Electrical Engineering,0,57490,Los Angeles,0
Master,Business Administration,1,49975,San Francisco,0
PhD,Electrical Engineering,0,56723,Chicago,1
Master,Business Administration,0,53279,Chicago,1
Master,Business Administration,0,108301,New York,1
Master,Business Administration,1,41561,Los Angeles,1
Bachelor,Electrical Engineering,1,96061,Los Angeles,1
Master,Business Administration,0,118397,San Francisco,1
Bachelor,Computer Science,0,79153,San Francisco,0
Bachelor,Business Administration,0,63142,Chicago,1
Master,Computer Science,0,56916,Los Angeles,1
PhD,Electrical Engineering,0,94324,New York,1
PhD,Electrical Engineering,0,74965,Houston,1
PhD,Business Administration,0,34648,New York,0
Master,Business Administration,0,65133,San Francisco,0
PhD,Business Administration,0,80677,New York,1
Bachelor,Computer Science,0,100135,Los Angeles,0
PhD,Electrical Engineering,0,65046,Chicago,0
Master,Computer Science,0,77064,Houston,0
PhD,Computer Science,1,99350,Chicago,0
Bachelor,Business Administration,0,75893,Houston,0
Master,Business Administration,1,91272,Houston,0
PhD,Computer Science,1,97649,Los Angeles,0
Master,Computer Science,1,94674,Los Angeles,1
Master,Business Administration,0,43760,San Francisco,0
Master,Business Administration,1,51927,San Francisco,1
PhD,Computer Science,0,116475,Houston,0
Master,Business Administration,1,91367,San Francisco,0
PhD,Business Administration,0,42588,Los Angeles,0
Bachelor,Computer Science,0,82233,San Francisco,1
PhD,Computer Science,1,74738,Houston,0
Bachelor,Electrical Engineering,1,63397,Chicago,1
PhD,Computer Science,0,112189,New York,0
Master,Business Administration,1,106367,San Francisco,0
PhD,Computer Science,0,101260,Los Angeles,1
Master,Computer Science,0,106619,Chicago,0
Bachelor,Computer Science,0,49816,Los Angeles,0
PhD,Electrical Engineering,1,72240,San Francisco,0
Master,Electrical Engineering,0,36276,Houston,1
Bachelor,Business Administration,0,109530,New York,0
Bachelor,Electrical Engineering,0,53499,New York,0
PhD,Computer Science,0,118576,Chicago,0
Bachelor,Electrical Engineering,1,112495,New York,1
Master,Computer Science,1,101635,Houston,0
Bachelor,Electrical Engineering,1,115112,Los Angeles,1
Bachelor,Electrical Engineering,1,65946,Houston,0
Master,Electrical Engineering,0,85204,Chicago,0
Bachelor,Computer Science,0,81886,Chicago,1
Bachelor,Electrical Engineering,0,101652,New York,1
Bachelor,Computer Science,0,45563,Houston,1
Bachelor,Computer Science,0,39847,Los Angeles,1
Master,Business Administration,0,56155,Houston,1
Bachelor,Electrical Engineering,1,109671,Los Angeles,0
Master,Business Administration,0,113310,Los Angeles,0
Bachelor,Business Administration,0,97278,Houston,1
Bachelor,Computer Science,0,48309,San Francisco,0
Bachelor,Electrical Engineering,1,30619,Houston,0
Bachelor,Computer Science,0,113194,Los Angeles,1
Master,Computer Science,0,80108,Chicago,1
Master,Electrical Engineering,0,64707,Chicago,1
Master,Computer Science,1,50337,New York,0
PhD,Electrical Engineering,0,111537,Chicago,1
Bachelor,Electrical Engineering,0,96504,San Francisco,0
Bachelor,Computer Science,1,77614,Los Angeles,1
Master,Computer Science,0,30281,Houston,1
PhD,Business Administration,1,57420,Houston,1
Bachelor,Computer Science,0,110896,San Francisco,1
Master,Electrical Engineering,1,69030,Chicago,0
Bachelor,Business Administration,0,31058,Los Angeles,0
Bachelor,Electrical Engineering,0,116213,Chicago,0
Master,Business Administration,1,106260,New York,1
Master,Computer Science,0,58404,Chicago,0
Bachelor,Computer Science,0,59856,New York,0
Bachelor,Computer Science,1,39200,Houston,0
Master,Electrical Engineering,0,94178,Los Angeles,1
Bachelor,Business Administration,1,63997,New York,0
Bachelor,Electrical Engineering,0,55611,Chicago,1
Master,Business Administration,1,71235,Chicago,1
Bachelor,Computer Science,0,65057,Houston,0
Bachelor,Electrical Engineering,0,31239,San Francisco,0
PhD,Computer Science,1,95661,San Francisco,1
Master,Electrical Engineering,0,75272,Chicago,1
PhD,Computer Science,1,119393,San Francisco,1
PhD,Electrical Engineering,1,91212,Los Angeles,0
PhD,Electrical Engineering,1,45398,San Francisco,1
Bachelor,Business Administration,0,86503,Los Angeles,1
Bachelor,Computer Science,0,36638,Chicago,1
PhD,Business Administration,0,36570,Chicago,0
PhD,Business Administration,1,98785,Chicago,1
PhD,Computer Science,1,39110,Houston,1
Bachelor,Electrical Engineering,1,109141,San Francisco,1
PhD,Business Administration,0,42115,New York,1
PhD,Computer Science,1,69062,New York,1
Master,Electrical Engineering,0,52911,Chicago,0
Master,Business Administration,0,62556,San Francisco,0
Bachelor,Business Administration,0,108131,Los Angeles,1
Master,Business Administration,0,31969,New York,1
Master,Electrical Engineering,0,73753,Chicago,1
Master,Business Administration,0,112811,New York,1
Bachelor,Electrical Engineering,0,34470,New York,1
Master,Business Administration,0,40225,New York,1
Bachelor,Computer Science,1,53196,Chicago,0
PhD,Business Administration,0,43669,Chicago,1
Master,Computer Science,0,67380,Houston,1
Bachelor,Computer Science,1,78320,Houston,0
Master,Computer Science,1,77414,Houston,0
PhD,Electrical Engineering,1,45577,New York,0
Bachelor,Computer Science,1,118009,San Francisco,0
Bachelor,Business Administration,0,85409,Chicago,1
Bachelor,Electrical Engineering,1,58625,Houston,0
PhD,Computer Science,1,111040,San Francisco,0
PhD,Electrical Engineering,1,54089,Houston,0
PhD,Electrical Engineering,1,66487,Houston,1
Bachelor,Electrical Engineering,0,95838,San Francisco,1
PhD,Business Administration,1,80138,Houston,1
Master,Computer Science,1,72823,New York,0
PhD,Electrical Engineering,1,67208,New York,1
Bachelor,Electrical Engineering,1,84061,New York,0
Master,Electrical Engineering,0,60659,Los Angeles,0
PhD,Computer Science,1,61890,Houston,0
Master,Electrical Engineering,1,109134,Los Angeles,0
Master,Electrical Engineering,1,77055,Chicago,1
Bachelor,Business Administration,0,49508,San Francisco,1
Master,Computer Science,1,72287,Chicago,1
Master,Business Administration,1,108916,Los Angeles,1
Bachelor,Computer Science,0,56984,New York,0
Bachelor,Computer Science,1,38125,Houston,0
Bachelor,Computer Science,0,66059,Houston,0
Master,Business Administration,0,99569,New York,0
Master,Business Administration,1,47087,Houston,0
Master,Business Administration,1,35704,San Francisco,1
Bachelor,Business Administration,0,90576,San Francisco,1
PhD,Electrical Engineering,0,103384,San Francisco,0
Master,Electrical Engineering,1,117128,Chicago,0
PhD,Electrical Engineering,0,102460,New York,1
Bachelor,Computer Science,0,57208,San Francisco,1
Master,Electrical Engineering,1,115150,Los Angeles,0
PhD,Computer Science,0,96024,San Francisco,1
Master,Business Administration,0,69882,Chicago,1
Master,Computer Science,0,55923,Los Angeles,0
